Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
267,really?,Joey,6,positive,25,11,4,4,"00:21:21,029","00:21:22,113"
268,": yeah, you could dance real good with her, shes the same size as me.",Mr. Treeger,4,neutral,25,12,4,4,"00:21:22,364","00:21:24,991"
269,"no, im good.",Joey,4,neutral,25,13,4,4,"00:21:25,367","00:21:26,867"
270,"oh god, this is so nerve wracking! how-how do you do this?",Ross,6,negative,26,0,5,18,"00:09:41,414","00:09:44,958"
271,"well, unfortunately, i don't get many callbacks so",Joey,4,neutral,26,1,5,18,"00:09:45,126","00:09:48,128"
272,is it a good sign that they asked us to hang around after the audition?,Carol,6,positive,26,2,5,18,"00:09:49,046","00:09:51,715"
273,who knows?,Joey,4,neutral,26,3,5,18,"00:09:51,882","00:09:53,508"
274,"okay uh, we have narrowed it down to raymond, ben, kyle, and joey. the rest of you, thank you very much.",The Casting Director,4,neutral,26,4,5,18,"00:09:55,219","00:10:02,976"
275,yes!! i knew it!!  bye-bye! so long! later!,Ross,3,positive,26,5,5,18,"00:10:03,144","00:10:13,403"
276,oh this is great! i might actually get to play ben's dad!,Joey,3,positive,26,6,5,18,"00:10:15,281","00:10:17,824"
277,yeah!,Ross,3,positive,26,7,5,18,"00:10:17,824","00:10:18,743"
278,"actually, that can't happen.",The Casting Director,4,neutral,26,8,5,18,"00:10:18,743","00:10:20,243"
279,"yeah because you all have such different looks, we're putting you with raymond and kyle with ben.",The Casting Director,4,neutral,26,9,5,18,"00:10:20,411","00:10:25,665"
280,so it'll be either you two  or you two.,The Casting Director,4,neutral,26,10,5,18,"00:10:25,833","00:10:28,585"
281,"man, this is gonna be kinda weird.",Joey,5,negative,26,11,5,18,"00:10:29,920","00:10:35,508"
282,"yeah, it is.",Ross,4,neutral,26,12,5,18,"00:10:32,757","00:10:35,508"
283,"no, we-we're gonna be like best friends, that's why it's gonna be weird.",Ross,4,neutral,26,13,5,18,"00:10:40,514","00:10:44,142"
284,"okay, come on, i can't get married until i get something old, something new, something borrowed, and something blue.",Monica,5,negative,27,0,5,24,"00:20:18,592","00:20:24,805"
285,"okay, all right, all right, all right! okay!  okay, here's something, here's something blue and new.",Chandler,3,positive,27,1,5,24,"00:21:04,763","00:21:11,060"
286,please!,Ross,0,negative,28,0,4,15,"0:19:16,989","0:19:19,201"
287,are you kidding?,Ross,0,negative,28,1,4,15,"0:19:19,201","0:19:19,673"
288,"i-i hurt three huge men, i gave a guy a bloody nosei mean i-im not proud of it but, i really am.",Ross,0,negative,28,2,4,15,"0:19:19,673","0:19:19,821"
289,"and its all because of you, wonderful, amazing you.",Ross,3,positive,28,3,4,15,"00:19:27,916","00:19:29,917"
290,i think youve got concussion.,Emily,2,negative,28,4,4,15,"00:19:30,085","00:19:34,839"
291,"no, no, im serious. thank you.",Ross,3,positive,28,5,4,15,"00:19:35,007","00:19:37,592"
292,youre welcome.  im sorry. did i hurt you?,Emily,2,negative,28,6,4,15,"00:19:38,802","00:19:46,142"
293,"its worth the pain.  yknow what, you know what? its not.",Ross,5,negative,28,7,4,15,"00:19:47,728","00:19:50,021"
294,wow! that mike thing was interesting! i don't know what's gonna happen with phoebe and david.,Monica,6,positive,29,0,9,23,"00:08:23,586","00:08:31,426"
295,"i do! want a hint? huh? ""i do""  ""i do"".",Chandler,3,positive,29,1,9,23,"00:08:26,839","00:08:31,426"
296,"ok, i'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",Monica,4,neutral,29,2,9,23,"00:08:40,228","00:08:43,188"
297,david is going to propose to phoebe.,Chandler,3,positive,29,3,9,23,"0:08:44,083","0:08:45,668"
298,what?  why?,Monica,6,negative,29,4,9,23,"0:08:45,668","0:08:48,470"
300,"chandler, we have talked about this.",Monica,0,negative,29,6,9,23,"00:08:54,575","00:08:56,952"
301,you are not supposed to give people advice!,Monica,0,negative,29,7,9,23,"00:08:57,119","00:08:59,871"
302,now couldn't you just have made some sort of inappropriate joke?,Monica,0,negative,29,8,9,23,"00:09:01,541","00:09:04,209"
303,i,Chandler,4,neutral,29,9,9,23,"00:09:04,377","00:09:06,503"
304,they've only been going out for a few weeks and phoebe is completely hung up on mike!,Monica,0,negative,29,10,9,23,"00:09:09,924","00:09:16,555"
305,"she'll say ""no"", david's heart will be broken, it will be too hard for them to recover from and then phoebe will end up alone",Monica,0,negative,29,11,9,23,"00:09:16,722","00:09:26,356"
306,"man, that's some",Chandler,6,positive,29,12,9,23,"00:09:24,146","00:09:26,356"
307,"oh, that's not what you want...",Ross,4,neutral,29,13,9,23,"00:30:29,953","00:30:38,126"
308,"this is my father, paul stevens. dad, this is ross geller.",Elizabeth,4,neutral,30,0,6,21,"00:04:19,342","00:04:23,262"
309,it-its great to meet you paul.,Ross,3,positive,30,1,6,21,"00:04:23,429","00:04:25,847"
310,i usually prefer elizabeths boyfriends to address me as mr. stevens.,Paul,4,neutral,30,2,6,21,"00:04:26,015","00:04:29,476"
311,"of course, of course, mr. stevens.",Ross,4,neutral,30,3,6,21,"00:04:30,812","00:04:33,021"
312,"so ross, what your problem?",Paul,0,negative,30,4,6,21,"00:04:33,189","00:04:37,901"
313,eh-whexcuse me?,Ross,6,positive,30,5,6,21,"00:04:39,862","00:04:41,113"
314,why cant you get a girlfriend your own age?,Paul,0,negative,30,6,6,21,"00:04:41,281","00:04:43,282"
315,thats funny. umm.  its not funny.,Ross,2,negative,30,7,6,21,"00:04:43,992","00:04:52,374"
316,i,Paul,4,neutral,30,8,6,21,"00:04:49,706","00:04:52,374"
317,okay.,Ross,4,neutral,30,9,6,21,"0:04:52,542","0:04:52,844"
318,"i can, i can see that.",Ross,4,neutral,30,10,6,21,"0:04:52,844","0:04:55,338"
319,"umm, but i think if you give me umm, one chance i can, i can change your mind.",Ross,2,negative,30,11,6,21,"00:04:55,461","00:05:00,799"
320,okay.,Paul,4,neutral,30,12,6,21,"0:05:00,967","0:05:01,779"
321,what?,Ross,4,neutral,30,13,6,21,"0:05:01,779","0:05:03,485"
322,okay. ill give you one chance to change my mind.  you got one minute.,Paul,0,negative,30,14,6,21,"00:05:03,594","00:05:09,057"
323,daddy!,Elizabeth,6,negative,30,15,6,21,"00:05:10,101","00:05:11,977"
324,"oh well, its not on tv yet.",Joey,4,neutral,31,0,6,22,"00:04:32,563","00:04:35,774"
325,"well, then its not on the wall yet.",The Dry Cleaner,4,neutral,31,1,6,22,"00:04:35,942","00:04:38,110"
326,"okay, fine, i will bring you a tape, huh?",Joey,4,neutral,31,2,6,22,"00:04:39,779","00:04:43,865"
327,"so umm, now do you have any of matt lauers clothes here? maybe? just ones that havent been cleaned yet?",Phoebe,4,neutral,31,3,6,22,"00:04:44,534","00:04:50,372"
329,ooooohh!,Joey and Chandler,6,negative,32,0,1,12,"00:10:59,992","00:11:01,034"
330,"oh yeah, i'm sure.  and all of a sudden his hands weren't the problem anymore.",Phoebe,4,neutral,32,1,1,12,"00:11:01,202","00:11:14,005"
331,was it...?,Monica,6,negative,32,2,1,12,"00:11:18,386","00:11:19,487"
332,"oh, boy scouts could have camped under there.",Phoebe,4,neutral,32,3,1,12,"00:11:19,595","00:11:22,097"
333,"""ooo,"" what?",Rachel,6,positive,32,4,1,12,"0:11:24,225","0:11:26,687"
334,uma thurman.,Phoebe,4,neutral,32,5,1,12,"0:11:26,687","0:11:26,829"
335,oh!,Monica,6,positive,32,6,1,12,"0:11:26,936","0:11:28,021"
336,the actress!,Ross,6,positive,32,7,1,12,"0:11:28,021","0:11:28,166"
337,thanks rach.,Ross,4,neutral,32,8,1,12,"00:11:31,023","00:11:32,732"
338,so what are you gonna do?,Chandler,6,negative,32,9,1,12,"0:11:34,652","0:11:35,824"
339,you have to tell her!,Ross,3,positive,32,10,1,12,"0:11:35,824","0:11:36,658"
340,you have to tell her!,Ross,3,positive,32,11,1,12,"00:11:36,779","00:11:39,531"
341,"it's your moral obligation, as a friend, as a woman, i think it's a feminist issue!",Ross,0,negative,32,12,1,12,"00:11:36,779","00:11:43,076"
342,guys?,Ross,0,negative,32,13,1,12,"0:11:39,699","0:11:40,033"
343,guys?,Ross,0,negative,32,14,1,12,"0:11:40,033","0:11:43,147"
344,"oh, yeah, you have to tell her.",Chandler,4,neutral,32,15,1,12,"00:11:43,244","00:11:45,120"
345,feminist issue. that's where i went!,Joey,4,neutral,32,16,1,12,"00:11:45,287","00:11:46,788"
346,she is gonna hate me.,Phoebe,2,negative,32,17,1,12,"00:11:48,833","00:11:50,083"
347,"yeah, well...",Ross,4,neutral,32,18,1,12,"00:11:50,251","00:11:51,251"
328,will you marry me?,Chandler,2,negative,33,0,6,24,"00:03:44,724","00:03:49,102"
329,its the big night! we wanted to wish you good luck!,Joey,3,positive,33,1,6,24,"00:04:01,741","00:04:03,951"
330,"yeah, yeah you have the ring?",Ross,4,neutral,33,2,6,24,"00:04:04,118","00:04:06,286"
331,"yeah, right here in my pocket.  pheebs?",Chandler,4,neutral,33,3,6,24,"00:04:04,118","00:04:13,085"
332,oh! oop!,Phoebe,6,positive,33,4,6,24,"00:04:11,459","00:04:13,085"
333,"okay, now will you guys get out of here? i want this is to be a surprise and shes gonna know.",Chandler,4,neutral,33,5,6,24,"00:04:15,713","00:04:19,508"
334,yeah-yeah you guys. get out of here!,Ross,4,neutral,33,6,6,24,"00:04:19,676","00:04:22,302"
335,hi guys.,Monica,4,neutral,33,7,6,24,"00:04:23,805","00:04:26,306"
336,you are beautiful.,Chandler,3,positive,33,8,6,24,"00:04:28,142","00:04:32,020"
337,"oh, thank you!   whats going on?",Monica,3,positive,33,9,6,24,"00:04:37,402","00:04:44,616"
338,were just reallyvery excited about this charity event that we have to go to.,Rachel,4,neutral,33,10,6,24,"00:04:39,570","00:04:44,616"
339,"okay umm, ross?",Rachel,4,neutral,34,0,5,23,"00:14:24,321","00:14:25,500"
340,"i'm-i'm really warm, so i'm going to be taking off my sweater.",Rachel,4,neutral,34,1,5,23,"00:14:24,321","00:14:28,992"
341,"now, i'm just letting you know that this is",Rachel,4,neutral,34,2,5,23,"00:14:29,201","00:14:32,500"
342,yep! that's hilarious!,Ross,3,positive,34,3,5,23,"00:14:37,918","00:14:40,086"
343,i'm sorry. i'm done. i'm done.,Rachel,4,neutral,34,4,5,23,"00:14:40,921","00:14:42,922"
344,"y'know, last night was embarrassing for you too.",Ross,4,neutral,34,5,5,23,"00:14:43,132","00:14:46,259"
345,"no, not really. i mean you've seen me naked hundreds of times.",Rachel,4,neutral,34,6,5,23,"00:14:46,468","00:14:48,386"
346,uh-huh. but it was a first for the rest of my building.,Ross,4,neutral,34,7,5,23,"00:14:48,386","00:14:49,386"
347,"okay. all right, that's true! but y'know i just don't embarrass that easily.",Rachel,4,neutral,34,8,5,23,"00:14:48,596","00:14:51,389"
348,what?! you totally get embarrassed!,Ross,6,positive,34,9,5,23,"00:14:51,599","00:14:53,725"
349,"no, i don't! ross, i think i'm just a more secure person than you are.",Rachel,4,neutral,34,10,5,23,"00:14:53,934","00:14:58,521"
350,is that so?,Ross,4,neutral,34,11,5,23,"0:14:58,731","0:14:59,732"
351,yeah.,Rachel,4,neutral,34,12,5,23,"0:14:59,732","0:15:00,469"
352,hey lady! i don't care how much you want it! okay?! i am,Ross,1,negative,34,13,5,23,"00:15:02,234","00:15:06,029"
353,i cant believe it!,Phoebe,6,positive,35,0,7,9,"0:21:24,783","0:21:26,494"
354,i did it!,Phoebe,3,positive,35,1,7,9,"0:21:26,494","0:21:27,676"
355,i rode a bike!,Phoebe,3,positive,35,2,7,9,"0:21:27,676","0:21:28,010"
356,i never thought id be able to do that!,Phoebe,3,positive,35,3,7,9,"0:21:28,120","0:21:30,342"
357,thank you ross.,Phoebe,3,positive,35,4,7,9,"0:21:30,342","0:21:31,300"
358,"oh hey, dont thank me, thank yourself. youre the one who faced her fears and ultimately overcame them.",Ross,3,positive,35,5,7,9,"00:21:31,456","00:21:37,837"
362,"hey, both you guys should be up there with me.",Ross,4,neutral,36,0,4,22,"00:21:05,681","00:21:08,724"
363,"i mean, you two are-are my i mean, im lucky to have just one good",Ross,4,neutral,36,1,4,22,"00:21:08,892","00:21:15,356"
364,thanks man.,Chandler,4,neutral,36,2,4,22,"00:21:17,192","00:21:19,068"
365,i gotta go check something over here.,Joey,4,neutral,36,3,4,22,"00:21:20,821","00:21:23,281"
366,what a baby.,Chandler,5,negative,36,4,4,22,"0:21:28,287","0:21:28,999"
367,total wuss!,Ross,5,negative,36,5,4,22,"0:21:28,999","0:21:30,933"
391,"okay, we have a lot of options here, a number of prototypes for you to try on.",Monica,4,neutral,37,0,7,19,"00:15:41,857","00:15:46,694"
392,wow! this looks great!,Joey,3,positive,37,1,7,19,"00:15:47,529","00:15:48,905"
393,"yeah! okay, this one is a mushroom cap.  umm, this one is made of bologna.",Monica,3,positive,37,2,7,19,"00:15:49,073","00:15:53,910"
394,and-and-and-and-and the toothpicks?,Joey,1,negative,37,3,7,19,"00:15:54,078","00:15:56,871"
395,you kissed another woman!,Monica,0,negative,38,0,8,2,"00:20:20,844","00:20:23,012"
396,call it even?!,Chandler,4,neutral,38,1,8,2,"0:20:24,598","0:20:25,660"
397,okay!,Monica,3,positive,38,2,8,2,"0:20:25,660","0:20:26,370"
398,"well, im gonna go get these  in some water.",Ross,4,neutral,38,3,8,2,"0:20:32,522","0:20:34,983"
399,wait you stole those from these peoples wedding?,Phoebe,6,negative,38,4,8,2,"0:20:34,983","0:20:37,385"
400,"no-no, i took them from the hotel lobby.",Ross,4,neutral,38,5,8,2,"00:20:37,611","00:20:41,989"
401,"yeah, they think they can charge me for some dirty movie and a bag of mashuga nuts, they got another think coming.",Ross,0,negative,38,6,8,2,"00:20:37,611","00:20:45,743"
402,hey!,Ross,6,positive,38,7,8,2,"0:20:49,081","0:20:49,582"
403,my sweater!,Ross,6,positive,38,8,8,2,"0:20:49,582","0:20:51,192"
404,ive been looking for this for like a month!,Ross,6,positive,38,9,8,2,"00:20:54,002","00:20:57,004"
405,oh my god!!,Phoebe,6,negative,38,10,8,2,"00:21:01,843","00:21:03,719"
406,oh my god!,Joey,6,negative,38,11,8,2,"00:21:10,811","00:21:12,395"
407,happy?! is that what im supposed to be vic? happy?,Kate,0,negative,39,0,3,19,"00:11:00,868","00:11:03,912"
408,"well, why dont you tell me what youre supposed to be!",Joey,0,negative,39,1,3,19,"0:11:05,623","0:11:07,515"
409,huh?,Joey,6,negative,39,2,3,19,"0:11:07,515","0:11:08,269"
410,because i sure as hell cant figure it out!,Joey,0,negative,39,3,3,19,"00:11:08,376","00:11:10,835"
411,i talk to you and nothin.,Joey,0,negative,39,4,3,19,"00:11:11,003","00:11:13,421"
412,"you look at me, and its nothin.",Joey,0,negative,39,5,3,19,"0:11:13,589","0:11:15,258"
413,nothing.,Joey,0,negative,39,6,3,19,"0:11:15,258","0:11:16,114"
414,"tasty! im really starting to feel like you guys have a history, its-its nice.",The Director,3,positive,39,7,3,19,"00:11:23,057","00:11:30,021"
415,i have a question about this scene.,Kate,4,neutral,39,8,3,19,"0:11:30,189","0:11:31,941"
416,yes?,The Director,4,neutral,39,9,3,19,"0:11:31,941","0:11:32,589"
417,"well, i dont understand why adriennes attracted to victor.",Kate,1,negative,39,10,3,19,"00:11:32,692","00:11:37,112"
418,"peel the onion. first of all, hes good looking.",The Director,4,neutral,39,11,3,19,"00:11:37,279","00:11:43,743"
419,yeah.,Joey,4,neutral,39,12,3,19,"00:11:42,535","00:11:43,743"
420,i think my characters gonna need a little bit more of reason than that.,Kate,4,neutral,39,13,3,19,"00:11:43,911","00:11:46,955"
421,"oh, hey, how about this one.",Joey,4,neutral,39,14,3,19,"00:11:47,123","00:11:50,375"
422,"ah, its says so in the script!",Joey,0,negative,39,15,3,19,"00:11:47,123","00:11:59,467"
423,"y'know ah, i-i dont know why my character likes you either, i mean it says in the script here that youre a bitch.",Joey,0,negative,39,16,3,19,"00:11:53,295","00:12:02,929"
424,it doesnt say that in the script.,Kate,0,negative,39,17,3,19,"0:12:00,177","0:12:02,529"
425,it does in mine!,Joey,0,negative,39,18,3,19,"0:12:02,529","0:12:02,973"
426,i cant,Phoebe,0,negative,40,0,8,4,"00:04:36,859","00:04:40,237"
427,yeah! you gotta tell a girl before you tape her. such a rookie mistake.,Joey,0,negative,40,1,8,4,"00:04:40,405","00:04:43,532"
428,yknow who has a great video camera?,Chandler,4,neutral,40,2,8,4,"0:04:47,996","0:04:50,008"
429,greg and jenny?,Phoebe,4,neutral,40,3,8,4,"0:04:50,008","0:04:51,709"
430,do you still wanna call em? i wanna call em.,Monica,4,neutral,40,4,8,4,"0:04:52,417","0:04:54,879"
431,lets call em.,Chandler,4,neutral,40,5,8,4,"0:04:54,879","0:04:55,020"
432,yeah! ask them if they brought their friends any souvenirs!,Joey,3,positive,40,6,8,4,"00:04:55,169","00:04:57,421"
433,hello?  eighth street deli?,Monica,4,neutral,40,7,8,4,"00:05:04,095","00:05:06,471"
434,"hey, hang up! you get food poisoning just talkin to that place.",Joey,1,negative,40,8,8,4,"00:05:06,681","00:05:10,726"
435,"uh sorry, wrong number.",Monica,2,negative,40,9,8,4,"0:05:10,977","0:05:12,187"
436,here you go.,Chandler,4,neutral,40,10,8,4,"0:05:12,187","0:05:14,079"
437,hello?   its the deli again!,Monica,6,negative,40,11,8,4,"00:05:16,566","00:05:19,609"
438,all right! ill have a sandwich!,Joey,3,positive,40,12,8,4,"00:05:19,777","00:05:21,945"
439,i dont think this numbers right!,Monica,5,negative,40,13,8,4,"00:05:22,864","00:05:24,448"
440,oh come on!!,Rachel,5,negative,40,14,8,4,"00:05:25,908","00:05:28,118"
441,"gotta go. i miss you too, i love you, but it's getting real late now",Mr. Tribbiani,5,negative,41,0,1,13,"00:04:41,281","00:04:49,162"
442,"hey ma. listen, i made the appointment with dr. bazida, and... excuse me?  did you know this isn't ma?",Joey,6,negative,41,1,1,13,"00:04:45,493","00:04:56,503"
443,her name's ronni. she's a pet mortician.,Mr. Tribbiani,4,neutral,41,2,1,13,"00:05:05,680","00:05:09,891"
444,sure. so how long you been...,Joey,4,neutral,41,3,1,13,"00:05:14,147","00:05:18,358"
445,"remember when you were a little kid, i used to take you to the navy yard and show you the big ships?",Mr. Tribbiani,4,neutral,41,4,1,13,"00:05:20,486","00:05:28,994"
446,since then?!,Joey,6,negative,41,5,1,13,"0:05:25,158","0:05:26,076"
447,"no, it's only been six years.",Mr. Tribbiani,4,neutral,41,6,1,13,"0:05:26,076","0:05:29,058"
448,i just wanted to put a nice memory in your head so you'd know that i wasn't always such a terrible guy.,Mr. Tribbiani,4,neutral,41,7,1,13,"00:05:29,203","00:05:34,333"
449,...joe.,Mr. Tribbiani,4,neutral,41,8,1,13,"0:05:37,003","0:05:37,462"
450,y'ever been in love?,Mr. Tribbiani,4,neutral,41,9,1,13,"0:05:37,462","0:05:39,410"
451,...i d'know.,Joey,4,neutral,41,10,1,13,"00:05:41,049","00:05:42,090"
452,then y'haven't. you're burning your tomatoes.,Mr. Tribbiani,4,neutral,41,11,1,13,"0:05:44,844","0:05:47,514"
453,you're one to talk.,Joey,1,negative,41,12,1,13,"0:05:47,514","0:05:47,871"
454,"joe, your dad's in love big time. and the worst part of it is, it's with two different women.",Mr. Tribbiani,4,neutral,41,13,1,13,"00:05:50,433","00:05:58,648"
455,oh man. please tell me one of 'em is ma.,Joey,1,negative,41,14,1,13,"00:05:55,605","00:05:58,648"
456,"of course, course one of 'em's ma. what's the matter with you.",Mr. Tribbiani,6,negative,41,15,1,13,"00:05:58,900","00:06:01,818"
457,"everythings gonna be all right. okay, dick?",Chandler,4,neutral,42,0,3,23,"00:21:57,691","00:22:03,237"
458,"hello, i am guru saj--whoa!!  thats supposed to be a duck right? cause otherwise, this is waaay out of my league.",Guru Saj,6,negative,42,1,3,23,"00:22:05,907","00:22:13,456"
459,"hey, rach, how was work?",Monica,4,neutral,43,0,3,19,"00:21:33,917","00:21:37,211"
